Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
23.0,0,8,6,1,3.8,21.5,65.9,56.0,4.5,1678.0,3.6,2.9,1585.0,Education
56.0,2,7,6,0,5.1,36.0,28.2,104.0,1.9,4539.0,3.0,3.5,1996.0,Gaming
41.0,2,4,6,1,8.9,6.0,135.6,75.0,1.5,2140.0,0.6,3.1,1240.0,Work
40.0,1,2,1,0,5.3,43.7,149.2,142.0,0.8,6221.0,3.9,1.7,116.0,Education
27.0,2,5,0,1,1.6,47.3,299.0,85.0,3.8,7243.0,1.0,0.5,298.0,Education
35.0,2,4,3,1,5.8,6.9,190.2,191.0,2.4,5689.0,1.6,2.8,1651.0,Social Media
43.0,2,2,0,1,5.3,11.9,294.9,185.0,1.7,6800.0,1.2,3.2,1788.0,Work
21.0,1,6,9,0,3.8,18.4,102.6,13.0,1.1,6869.0,5.5,1.2,959.0,Social Media
53.0,1,8,0,1,1.1,15.2,187.1,173.0,5.6,1120.0,0.7,2.7,1951.0,Entertainment
31.0,1,0,7,0,5.1,15.4,183.8,56.0,3.7,8932.0,6.1,4.0,1234.0,Work
49.0,2,3,8,0,8.2,3.5,6.6,18.0,3.3,3133.0,3.3,3.3,179.0,Social Media
27.0,0,9,7,0,5.4,41.3,99.8,88.0,2.6,6820.0,4.6,4.6,258.0,Work
16.0,1,6,5,0,11.8,43.1,19.6,194.0,2.1,9375.0,1.0,4.8,445.0,Social Media
60.0,2,5,8,1,6.1,24.5,39.3,180.0,1.2,5774.0,3.3,0.3,838.0,Work
46.0,1,2,8,0,1.5,10.6,197.5,111.0,3.9,4058.0,7.1,2.8,855.0,Social Media
34.0,1,6,2,1,8.6,46.4,162.5,102.0,2.3,4601.0,3.0,3.8,1622.0,Entertainment
60.0,0,7,2,0,9.5,46.5,261.0,141.0,3.4,2749.0,5.3,4.0,1673.0,Gaming
43.0,0,8,4,0,4.3,4.8,35.9,21.0,5.1,3426.0,5.2,0.2,1939.0,Entertainment
45.0,0,4,5,0,1.7,16.1,96.6,45.0,5.8,7737.0,7.8,3.4,1141.0,Education
50.0,0,6,3,1,6.8,23.6,164.0,72.0,4.2,4833.0,5.5,4.5,1240.0,Work
16.0,1,7,3,0,11.2,14.5,189.5,103.0,3.0,3249.0,6.2,2.2,1838.0,Social Media
60.0,0,5,6,0,5.7,43.9,174.1,10.0,5.8,7555.0,6.0,0.4,259.0,Gaming
56.0,1,3,6,1,4.1,26.8,141.1,36.0,2.8,2086.0,7.1,2.5,341.0,Gaming
28.0,2,8,6,0,5.3,28.3,152.9,50.0,5.2,5574.0,4.5,1.7,1091.0,Education
40.0,1,0,4,0,4.5,16.6,132.0,129.0,1.2,2479.0,2.2,3.2,1392.0,Education
19.0,1,4,1,0,11.4,20.0,177.8,104.0,1.1,4763.0,6.2,4.7,1868.0,Entertainment
45.0,1,2,4,1,7.5,6.5,168.7,191.0,2.8,949.0,4.4,1.5,1681.0,Entertainment
29.0,0,8,4,1,3.0,2.7,218.5,41.0,1.4,1901.0,4.3,2.0,752.0,Work
17.0,2,4,8,0,3.8,30.9,161.7,60.0,4.9,4791.0,3.4,4.4,765.0,Entertainment
59.0,2,0,4,1,5.8,41.6,142.4,193.0,1.9,3028.0,1.9,3.3,497.0,Gaming
40.0,1,4,9,1,3.8,33.2,202.9,178.0,5.7,4921.0,0.7,1.9,383.0,Social Media
29.0,0,7,5,0,1.9,21.4,81.3,107.0,1.9,9358.0,4.4,4.6,763.0,Work
15.0,0,1,1,1,5.8,11.3,93.4,52.0,2.5,1941.0,2.5,3.2,1175.0,Education
55.0,0,9,4,0,7.1,24.6,165.7,178.0,1.4,8925.0,3.9,4.1,301.0,Gaming
26.0,0,4,4,1,2.5,12.7,202.7,67.0,3.8,9230.0,6.8,4.1,195.0,Work
56.0,2,4,8,0,3.9,49.2,295.7,103.0,2.4,8159.0,6.0,1.7,1606.0,Social Media
36.0,0,5,9,1,11.3,27.9,231.2,30.0,4.7,6420.0,6.0,4.3,1588.0,Work
31.0,0,0,0,1,10.9,18.3,91.7,124.0,3.7,9538.0,5.0,4.2,1900.0,Education
56.0,2,8,6,1,1.8,30.8,234.3,46.0,1.9,6874.0,0.8,3.7,1743.0,Entertainment
50.0,1,8,6,0,8.9,49.6,109.6,31.0,3.8,4372.0,5.7,4.2,423.0,Education
56.0,0,3,1,1,6.3,43.1,261.0,192.0,5.0,9489.0,8.0,1.6,1803.0,Entertainment
16.0,0,6,0,0,6.4,7.5,219.1,20.0,4.4,6127.0,6.1,0.9,154.0,Gaming
46.0,0,4,4,0,2.7,7.1,266.7,33.0,5.8,4945.0,2.5,1.9,295.0,Social Media
44.0,1,7,6,1,9.0,21.5,198.5,31.0,1.4,5689.0,2.2,4.2,1538.0,Social Media
22.0,2,0,9,1,4.1,27.8,185.3,120.0,3.4,8135.0,1.4,1.2,169.0,Education
22.0,0,4,4,0,2.6,25.8,260.8,147.0,2.1,2569.0,4.9,0.2,564.0,Social Media
23.0,1,8,0,0,3.4,2.2,275.5,155.0,2.7,9288.0,3.2,2.3,1199.0,Social Media
28.0,2,2,2,1,6.9,31.4,101.0,70.0,3.8,4021.0,7.4,3.0,1011.0,Gaming
47.0,1,5,3,1,10.5,42.0,105.9,12.0,4.7,6275.0,0.5,3.4,293.0,Gaming
32.0,0,6,4,1,10.1,18.7,256.2,24.0,4.1,8467.0,2.9,3.4,1937.0,Gaming
25.0,0,6,7,1,9.2,5.3,27.2,147.0,4.9,4810.0,3.5,1.8,1577.0,Education
43.0,2,7,8,0,8.4,5.4,83.3,120.0,2.3,7399.0,8.0,0.6,1165.0,Gaming
41.0,0,0,0,0,10.5,32.2,120.1,36.0,1.1,3420.0,7.4,1.8,1891.0,Education
56.0,1,4,0,0,10.0,25.3,146.0,97.0,3.4,3632.0,4.6,0.9,110.0,Entertainment
42.0,1,1,9,1,3.3,6.3,172.4,115.0,1.3,3101.0,7.4,2.8,844.0,Work
24.0,0,6,9,1,3.4,46.8,260.1,94.0,0.8,3083.0,2.2,4.8,127.0,Social Media
39.0,1,9,0,1,11.6,28.5,63.4,108.0,4.8,7268.0,7.6,4.9,1674.0,Education
59.0,1,4,0,0,6.4,43.4,170.3,60.0,2.5,9010.0,6.7,4.7,918.0,Gaming
23.0,1,6,8,1,8.2,16.0,198.4,43.0,1.9,8419.0,6.6,3.3,1687.0,Gaming
32.0,2,6,4,1,5.5,21.9,173.6,88.0,5.1,6445.0,3.6,5.0,1339.0,Social Media
22.0,0,4,5,1,8.4,32.3,143.6,81.0,1.7,1760.0,4.1,4.9,1597.0,Entertainment
49.0,1,0,3,0,2.9,8.3,228.9,176.0,1.2,2499.0,2.7,1.6,648.0,Work
33.0,1,3,2,0,2.7,40.9,250.6,121.0,1.6,290.0,4.4,3.1,1707.0,Education
54.0,1,2,1,1,2.8,14.4,49.3,109.0,1.0,3515.0,4.6,0.5,1458.0,Education
22.0,1,3,5,0,1.2,41.3,203.4,88.0,5.4,7980.0,6.5,4.7,1764.0,Social Media
19.0,1,7,9,0,7.3,16.8,146.4,173.0,4.5,3774.0,1.1,1.5,1005.0,Social Media
19.0,0,8,7,1,4.1,22.0,13.4,190.0,4.2,7075.0,6.9,0.0,402.0,Education
30.0,2,9,4,0,11.0,11.2,261.7,171.0,5.4,1296.0,3.4,0.3,1803.0,Work
38.0,0,3,4,0,7.6,12.3,52.2,51.0,5.4,7824.0,2.1,1.4,1777.0,Work
27.0,0,7,1,1,3.2,16.9,184.7,27.0,2.4,6186.0,5.9,4.8,282.0,Social Media
15.0,0,6,9,1,8.2,19.7,295.4,70.0,0.6,6093.0,0.8,0.2,276.0,Work
19.0,0,7,3,0,10.4,19.1,228.7,61.0,4.9,8254.0,5.4,2.8,1041.0,Education
57.0,2,5,0,0,6.1,32.5,111.7,106.0,2.7,7188.0,3.9,2.4,1087.0,Social Media
20.0,1,3,9,1,8.4,28.4,58.1,10.0,1.3,2429.0,3.7,3.4,797.0,Education
18.0,1,9,1,0,4.9,14.6,286.7,26.0,3.7,2658.0,2.8,2.9,1413.0,Social Media
57.0,1,6,4,0,8.1,2.3,125.5,123.0,0.6,7205.0,2.3,3.1,1707.0,Gaming
22.0,1,6,2,0,11.5,48.2,62.1,118.0,3.6,2158.0,1.7,2.2,1859.0,Gaming
23.0,0,0,4,0,7.4,6.3,212.2,14.0,2.1,9110.0,1.5,4.8,1970.0,Entertainment
49.0,1,5,2,0,9.3,46.2,234.7,47.0,2.3,4843.0,1.3,0.5,865.0,Entertainment
57.0,1,6,2,1,7.9,13.6,79.4,91.0,5.4,5054.0,6.6,2.9,466.0,Entertainment
34.0,2,9,1,0,2.3,32.7,241.9,125.0,2.1,9197.0,1.7,1.4,1959.0,Gaming
29.0,0,1,6,1,9.4,47.1,134.7,118.0,0.6,533.0,6.0,2.9,1960.0,Gaming
29.0,1,4,7,1,11.8,23.0,291.5,134.0,1.6,9838.0,2.6,2.0,667.0,Work
59.0,1,3,5,0,11.4,16.5,154.3,159.0,2.9,2868.0,6.7,2.4,1805.0,Social Media
51.0,0,8,4,0,3.0,8.5,245.2,124.0,5.9,2142.0,3.0,4.2,489.0,Education
50.0,2,9,0,0,7.4,3.2,115.5,172.0,3.1,165.0,5.5,0.8,1239.0,Social Media
55.0,2,2,7,0,7.4,5.8,51.3,35.0,4.4,4063.0,0.8,4.4,166.0,Education
41.0,1,5,3,1,2.7,26.4,125.7,72.0,3.7,8515.0,7.3,2.8,514.0,Work
39.0,2,2,4,0,3.5,37.7,102.4,64.0,3.0,6649.0,3.8,3.4,1074.0,Entertainment
16.0,2,6,8,0,11.8,30.6,279.1,94.0,0.8,9829.0,7.7,4.4,1720.0,Gaming
47.0,2,1,4,0,11.5,7.3,118.1,108.0,2.4,1318.0,7.9,2.7,859.0,Work
53.0,1,9,0,1,5.1,5.7,148.6,13.0,1.9,2050.0,2.6,1.2,1531.0,Work
50.0,0,3,8,0,9.1,47.5,28.5,111.0,2.3,8428.0,1.7,2.9,164.0,Gaming
15.0,1,7,0,0,2.9,43.3,255.9,153.0,4.6,2271.0,3.6,1.6,1670.0,Social Media
15.0,1,9,9,1,6.2,3.6,11.2,190.0,2.2,2311.0,2.8,3.7,1581.0,Entertainment
35.0,0,8,8,0,7.7,6.7,87.4,157.0,4.0,2520.0,1.4,1.6,659.0,Social Media
41.0,1,9,1,0,7.0,14.7,294.9,53.0,1.6,9355.0,6.0,4.9,748.0,Social Media
45.0,2,5,2,0,5.7,9.4,194.3,54.0,2.7,4854.0,6.1,4.0,1138.0,Work
25.0,2,1,5,1,2.7,5.5,297.6,122.0,0.8,6927.0,5.4,2.6,612.0,Entertainment
40.0,1,8,0,1,6.0,28.9,124.7,183.0,5.1,8179.0,4.0,0.7,1676.0,Social Media
43.0,0,9,9,0,11.8,30.5,123.2,46.0,1.2,1401.0,3.3,1.9,1404.0,Education
27.0,1,0,1,1,1.9,12.0,250.6,193.0,3.1,5114.0,3.1,1.7,855.0,Entertainment
46.0,0,7,4,1,4.1,45.1,115.9,147.0,5.3,8954.0,1.2,2.2,465.0,Gaming
18.0,0,7,0,1,3.3,35.3,297.9,157.0,5.1,5587.0,3.0,4.6,1155.0,Entertainment
34.0,2,2,0,1,4.3,11.5,258.6,39.0,2.3,9162.0,6.9,1.4,401.0,Work
26.0,0,6,8,1,1.6,20.7,183.3,173.0,4.5,6950.0,0.5,1.6,1388.0,Work
52.0,2,8,6,1,9.2,20.3,291.9,180.0,0.5,5210.0,4.6,0.1,261.0,Education
16.0,2,0,9,1,8.2,43.2,35.9,79.0,2.5,7123.0,5.6,0.5,512.0,Entertainment
55.0,0,6,6,1,3.1,27.5,51.1,26.0,3.2,6832.0,0.6,4.7,1219.0,Work
48.0,2,9,3,1,7.4,25.7,143.8,120.0,4.1,7668.0,3.0,2.4,1196.0,Education
21.0,0,2,1,1,3.3,36.4,85.9,151.0,3.8,5500.0,4.9,2.3,1739.0,Gaming
35.0,2,5,2,1,6.6,35.9,245.5,163.0,0.6,2461.0,3.8,4.1,1316.0,Entertainment
40.0,0,0,0,1,6.5,44.8,173.4,160.0,2.7,814.0,2.9,2.1,260.0,Entertainment
45.0,1,9,6,1,4.8,20.5,113.0,46.0,2.6,8626.0,4.0,3.0,1955.0,Education
30.0,2,7,5,0,5.1,33.7,273.3,96.0,4.1,3002.0,2.3,4.2,166.0,Work
51.0,2,9,5,1,5.6,27.2,162.4,106.0,3.4,717.0,1.8,1.3,1296.0,Social Media
28.0,1,8,7,1,11.4,12.1,105.8,181.0,3.6,4452.0,3.2,3.8,615.0,Work
33.0,0,0,6,1,10.8,3.5,189.9,167.0,4.8,6361.0,0.5,4.5,688.0,Social Media
24.0,2,3,6,1,2.0,43.0,169.1,102.0,1.1,3240.0,6.5,0.6,596.0,Gaming
45.0,2,7,1,0,3.3,5.4,157.6,125.0,5.1,3293.0,2.8,5.0,1827.0,Gaming
24.0,2,1,1,0,2.3,42.9,290.6,54.0,0.6,5385.0,5.1,0.5,1434.0,Work
25.0,0,6,9,1,2.3,10.2,293.1,193.0,0.9,3034.0,2.0,2.3,598.0,Education
31.0,1,0,7,1,5.9,1.8,63.8,76.0,3.1,9713.0,7.2,4.0,702.0,Work
60.0,1,2,1,1,4.7,7.3,91.1,103.0,5.6,5947.0,5.2,3.2,680.0,Entertainment
35.0,2,7,7,1,2.6,14.7,213.6,69.0,3.0,6808.0,4.1,1.6,443.0,Education
31.0,2,3,8,0,6.5,16.3,163.7,97.0,3.6,7177.0,6.3,0.7,1375.0,Social Media
46.0,0,2,7,0,11.1,24.0,116.0,151.0,5.6,2414.0,6.8,3.8,739.0,Education
58.0,0,9,6,1,3.8,3.5,28.4,20.0,2.1,7799.0,1.6,1.9,1389.0,Gaming
23.0,0,8,2,1,9.6,41.3,73.6,110.0,3.8,7327.0,4.6,0.3,1696.0,Work
49.0,0,0,8,1,10.0,22.0,297.1,44.0,3.5,2710.0,1.9,1.3,1042.0,Gaming
55.0,2,6,4,0,4.2,16.7,279.5,123.0,4.8,1669.0,4.1,2.9,1698.0,Entertainment
42.0,1,9,0,0,8.6,28.0,172.3,58.0,3.9,2218.0,6.3,2.4,236.0,Work
60.0,1,8,7,1,3.6,44.1,89.1,118.0,5.4,611.0,6.3,3.3,387.0,Work
26.0,2,7,5,1,8.1,24.3,218.6,69.0,5.2,2714.0,1.1,0.8,1044.0,Social Media
60.0,1,2,8,1,6.4,28.1,207.7,172.0,5.3,2336.0,1.3,0.7,237.0,Education
54.0,0,8,5,0,1.5,21.8,160.7,134.0,1.6,4361.0,7.0,3.0,1466.0,Gaming
59.0,2,1,8,0,8.1,28.0,28.8,76.0,1.4,6211.0,2.6,1.5,463.0,Entertainment
45.0,1,1,6,0,11.4,24.4,123.7,146.0,3.2,5517.0,2.5,2.6,1407.0,Social Media
45.0,1,0,7,1,10.6,31.0,123.4,91.0,4.3,4565.0,6.3,2.2,1637.0,Work
15.0,2,9,5,1,5.1,14.4,183.8,193.0,5.7,6716.0,1.7,4.6,1501.0,Work
42.0,1,3,7,0,8.5,35.1,43.3,96.0,2.4,2685.0,7.9,4.6,1563.0,Gaming
58.0,1,0,9,0,1.4,9.5,214.1,85.0,4.6,5488.0,2.5,1.0,736.0,Education
19.0,0,2,5,1,7.7,44.1,126.4,91.0,4.3,3533.0,7.7,0.4,579.0,Entertainment
39.0,2,9,8,1,5.8,8.7,91.9,19.0,3.0,5102.0,0.5,1.5,176.0,Gaming
53.0,2,6,5,1,10.7,38.6,173.5,76.0,3.0,7478.0,5.4,1.1,149.0,Work
51.0,1,3,9,0,7.5,41.3,163.6,25.0,5.9,7940.0,7.0,4.8,883.0,Entertainment
36.0,0,1,5,0,2.9,43.1,122.3,185.0,2.4,5473.0,3.1,3.5,931.0,Education
25.0,0,9,0,0,4.9,37.8,135.2,177.0,5.8,7689.0,2.1,3.4,1960.0,Work
25.0,1,7,5,0,2.7,12.4,204.7,80.0,1.6,1803.0,0.8,1.4,662.0,Social Media
47.0,0,6,1,0,8.0,33.4,161.3,188.0,4.6,283.0,4.5,4.8,1313.0,Education
54.0,2,3,8,0,2.4,15.5,119.7,100.0,0.7,1644.0,1.1,4.7,1663.0,Education
24.0,0,2,2,1,8.0,39.2,235.9,36.0,1.1,7168.0,7.6,5.0,692.0,Work
18.0,2,5,3,1,8.8,43.4,46.2,64.0,5.2,7991.0,1.0,2.0,1848.0,Education
45.0,1,1,8,0,7.0,16.9,101.1,162.0,4.2,6801.0,3.1,0.2,621.0,Education
33.0,1,8,3,0,4.1,29.3,91.3,10.0,1.5,6442.0,2.6,3.0,1569.0,Work
47.0,1,2,1,0,6.4,9.6,283.8,148.0,6.0,1006.0,4.3,0.8,1698.0,Work
30.0,2,1,7,0,4.5,40.6,105.8,80.0,5.1,9782.0,7.1,2.2,811.0,Education
40.0,1,2,6,1,10.7,7.9,266.8,48.0,4.4,7826.0,3.8,0.1,164.0,Gaming
38.0,1,4,7,1,8.2,42.8,228.9,58.0,3.3,9565.0,2.1,0.4,379.0,Work
24.0,0,5,5,1,5.4,26.8,128.0,24.0,2.5,7738.0,4.5,2.2,1537.0,Education
49.0,2,2,0,1,9.3,14.0,127.1,56.0,4.5,2794.0,5.0,3.8,221.0,Gaming
32.0,2,5,5,1,2.8,30.6,197.0,163.0,5.3,4894.0,4.7,3.6,1725.0,Gaming
33.0,2,5,2,0,11.0,40.1,193.4,50.0,5.9,2750.0,3.8,2.8,1340.0,Entertainment
45.0,2,3,3,1,8.5,37.0,215.9,150.0,4.2,7445.0,6.7,2.4,1097.0,Work
52.0,2,7,3,1,2.7,11.1,241.3,101.0,1.4,1346.0,2.5,2.2,1991.0,Gaming
41.0,0,7,4,0,1.5,30.0,205.0,38.0,1.1,2233.0,4.2,3.8,394.0,Work
54.0,2,5,5,1,8.7,19.7,76.4,83.0,5.8,4058.0,7.3,3.4,982.0,Social Media
54.0,2,0,7,0,3.9,40.1,231.0,174.0,3.6,4659.0,3.1,3.0,1136.0,Gaming
28.0,2,0,1,0,11.0,46.7,190.1,59.0,3.1,4129.0,6.6,3.7,988.0,Gaming
19.0,2,0,8,1,2.2,17.3,53.5,51.0,2.4,621.0,2.4,4.2,1251.0,Entertainment
53.0,1,1,6,0,2.9,7.0,243.9,24.0,2.0,3283.0,1.8,4.9,135.0,Social Media
16.0,2,9,5,0,4.5,18.6,108.1,199.0,1.7,8179.0,2.7,4.4,269.0,Gaming
42.0,1,4,4,1,7.1,22.7,28.8,84.0,6.0,9762.0,1.3,2.2,954.0,Gaming
23.0,1,5,7,0,2.9,27.6,297.6,57.0,5.5,7063.0,6.0,0.3,821.0,Education
53.0,2,6,6,1,2.4,13.9,199.4,158.0,3.1,4378.0,0.6,1.6,673.0,Entertainment
16.0,0,9,1,0,11.8,31.4,60.0,35.0,0.7,6364.0,1.7,0.8,1297.0,Work
22.0,1,8,9,1,1.2,27.4,234.7,183.0,5.0,167.0,0.8,0.3,339.0,Entertainment
15.0,0,1,5,0,6.0,24.2,81.0,45.0,2.6,3764.0,5.7,3.0,938.0,Gaming
21.0,1,1,6,1,1.4,30.5,277.7,146.0,1.7,1736.0,4.5,1.6,964.0,Work
47.0,0,3,4,1,10.2,2.1,114.1,150.0,4.8,7796.0,2.7,3.6,1136.0,Work
23.0,0,8,9,0,8.2,21.2,271.9,69.0,1.3,9452.0,6.7,0.4,382.0,Work
18.0,1,4,8,0,2.7,36.6,123.8,40.0,2.3,500.0,7.0,2.2,1384.0,Gaming
57.0,2,9,0,0,2.1,25.7,101.9,39.0,5.1,7800.0,3.4,4.1,209.0,Entertainment
32.0,0,5,8,0,2.5,35.9,38.0,10.0,0.8,7070.0,6.4,1.9,1452.0,Social Media
28.0,2,7,6,1,1.4,30.4,294.0,182.0,3.3,7133.0,4.8,1.5,1547.0,Education
24.0,2,8,9,1,2.8,13.2,260.4,160.0,3.8,3816.0,1.3,0.7,343.0,Education
55.0,1,6,3,1,4.1,4.9,68.8,105.0,4.5,2557.0,5.0,1.6,767.0,Social Media
55.0,0,4,1,0,8.1,33.6,173.8,190.0,5.8,8153.0,7.7,4.5,1962.0,Work
42.0,0,8,6,0,4.5,42.6,175.0,29.0,2.1,3952.0,7.7,3.3,351.0,Social Media
52.0,1,6,2,1,9.2,17.3,261.3,22.0,1.7,4476.0,6.1,2.6,1907.0,Gaming
54.0,2,8,5,0,8.5,36.9,72.0,175.0,1.3,1010.0,5.0,1.6,710.0,Education
22.0,2,3,1,1,9.9,38.7,221.5,15.0,4.8,3190.0,1.7,1.7,375.0,Education
40.0,2,4,4,0,8.6,2.3,207.3,83.0,0.9,7203.0,3.6,2.9,1888.0,Social Media
29.0,2,0,6,0,8.8,41.1,126.0,69.0,3.8,5184.0,2.3,1.7,1746.0,Gaming
21.0,2,5,0,0,5.8,14.1,86.7,70.0,4.3,1647.0,5.8,1.9,1317.0,Gaming
34.0,0,9,8,1,4.2,38.6,41.3,183.0,3.6,6915.0,0.8,0.3,1319.0,Work
31.0,2,7,9,0,5.6,42.5,285.0,168.0,1.7,8292.0,2.7,3.9,1625.0,Gaming
32.0,2,1,3,0,4.0,28.5,282.2,180.0,1.4,1405.0,6.9,1.3,791.0,Education
40.0,1,5,9,0,9.3,44.9,168.4,192.0,2.9,5357.0,2.0,1.8,1630.0,Social Media
34.0,1,8,7,1,7.7,1.4,147.3,68.0,4.4,5295.0,7.7,4.1,258.0,Gaming
28.0,1,7,1,0,8.6,44.2,37.0,81.0,1.3,2949.0,6.3,1.7,1265.0,Social Media
18.0,1,1,5,0,3.3,49.1,193.9,15.0,1.8,5250.0,3.4,1.7,631.0,Social Media
54.0,2,0,9,0,3.2,45.1,179.2,183.0,1.5,6468.0,1.0,4.5,885.0,Entertainment
43.0,2,9,8,0,6.9,45.9,195.2,47.0,1.9,4685.0,0.7,1.8,268.0,Gaming
56.0,1,0,7,0,1.8,20.6,48.3,142.0,5.9,9107.0,3.8,1.3,969.0,Education
53.0,0,7,3,1,7.2,7.0,255.4,173.0,5.2,2505.0,3.9,1.9,1271.0,Social Media
40.0,2,4,2,0,4.5,7.0,222.5,15.0,3.3,5046.0,1.5,3.7,567.0,Work
57.0,1,2,2,0,5.0,44.6,102.8,40.0,4.9,2197.0,4.5,1.1,1213.0,Gaming
30.0,1,9,3,0,7.7,41.4,228.6,100.0,4.0,4240.0,1.4,2.7,1562.0,Work
36.0,0,9,3,1,1.3,32.0,87.0,192.0,5.1,8272.0,5.7,4.3,888.0,Entertainment
49.0,2,8,2,0,6.3,22.7,271.2,86.0,2.9,5657.0,2.7,3.3,1173.0,Social Media
17.0,2,7,3,1,7.0,18.1,290.0,25.0,3.6,4381.0,6.7,2.9,1425.0,Gaming
53.0,0,0,1,1,11.5,7.7,76.8,132.0,3.5,5236.0,2.2,0.4,1339.0,Work
33.0,1,1,6,0,10.8,9.4,168.2,75.0,0.9,9406.0,1.7,2.2,1901.0,Gaming
23.0,1,4,4,1,8.8,29.5,233.8,75.0,5.5,8458.0,4.8,0.8,713.0,Social Media
37.0,2,6,9,0,10.4,37.8,163.7,145.0,3.8,4557.0,2.7,4.0,1098.0,Gaming
34.0,2,7,9,0,8.2,20.5,45.2,87.0,2.1,7373.0,5.9,0.5,247.0,Education
37.0,2,4,0,1,8.3,41.0,195.9,122.0,2.5,9591.0,6.2,4.0,969.0,Work
37.0,1,4,5,0,2.0,46.9,39.5,44.0,2.9,6065.0,3.5,3.9,1571.0,Work
58.0,2,5,4,0,1.8,5.6,275.7,65.0,2.1,851.0,7.6,2.4,1584.0,Entertainment
21.0,1,3,8,0,10.6,48.6,64.4,15.0,1.7,9665.0,0.8,0.5,1865.0,Gaming
60.0,2,1,6,0,2.9,12.7,170.0,82.0,0.7,5701.0,3.2,4.0,1406.0,Gaming
18.0,2,3,2,0,2.0,26.1,99.5,91.0,6.0,2925.0,4.3,2.3,371.0,Education
15.0,0,1,5,1,1.9,32.7,246.5,114.0,5.9,3342.0,4.9,1.8,953.0,Education
35.0,2,2,2,1,9.1,43.9,171.5,150.0,1.0,8707.0,7.2,3.4,976.0,Gaming
21.0,2,9,0,1,6.4,17.4,83.9,185.0,2.7,272.0,3.6,0.2,472.0,Gaming
32.0,1,1,2,1,6.9,39.4,25.6,97.0,0.6,3746.0,6.5,2.9,1929.0,Education
36.0,1,8,7,1,3.1,37.9,235.5,26.0,4.0,2245.0,2.2,3.8,1771.0,Work
28.0,2,1,1,0,11.8,28.8,267.9,200.0,2.5,9071.0,7.7,1.8,547.0,Entertainment
57.0,1,6,2,1,3.3,28.4,96.0,80.0,3.5,4512.0,0.7,1.8,900.0,Work
23.0,1,0,4,1,8.0,7.0,252.4,88.0,5.1,1920.0,3.3,4.6,509.0,Entertainment
25.0,1,9,3,1,10.4,17.3,271.7,60.0,1.1,9526.0,1.4,1.7,138.0,Gaming
35.0,0,6,8,0,6.8,27.8,151.0,48.0,0.8,7425.0,6.0,5.0,731.0,Gaming
49.0,2,9,0,1,6.9,32.9,271.5,141.0,0.6,3251.0,2.9,1.5,1466.0,Social Media
41.0,2,6,8,0,9.3,4.2,296.7,29.0,0.7,4117.0,1.4,1.5,1339.0,Work
56.0,0,6,7,1,5.9,13.5,238.6,54.0,0.9,7845.0,7.0,3.4,703.0,Social Media
49.0,0,2,0,0,4.2,10.8,59.8,143.0,5.7,8495.0,5.8,1.3,1566.0,Education
45.0,0,3,1,1,10.6,19.1,74.6,115.0,0.7,9799.0,6.4,3.0,1711.0,Social Media
55.0,0,9,7,1,11.5,4.1,87.9,56.0,4.6,9942.0,4.6,2.0,673.0,Social Media
23.0,2,2,6,0,10.3,42.0,83.4,130.0,5.6,9410.0,1.0,4.6,163.0,Entertainment
36.0,0,4,2,1,11.5,11.8,124.2,169.0,5.7,9603.0,4.0,2.6,835.0,Entertainment
29.0,0,0,1,1,11.0,38.3,298.9,76.0,3.4,3453.0,1.0,2.5,1065.0,Work
39.0,2,3,4,1,9.7,26.3,109.8,103.0,5.7,7423.0,0.9,3.8,852.0,Gaming
45.0,0,0,6,0,10.0,7.3,103.2,145.0,1.9,8667.0,5.2,3.3,259.0,Social Media
27.0,1,4,4,1,6.5,34.1,195.9,164.0,2.1,2319.0,7.4,2.8,1679.0,Social Media
29.0,0,8,5,1,9.4,16.4,237.4,193.0,3.5,8221.0,6.7,4.9,656.0,Work
37.0,1,5,0,0,10.7,40.3,40.6,157.0,3.9,3014.0,7.5,2.3,624.0,Gaming
33.0,0,5,8,1,7.4,8.7,78.4,154.0,1.6,4198.0,3.8,1.4,200.0,Social Media
30.0,0,2,3,1,11.1,6.0,116.6,194.0,3.3,8850.0,6.4,2.5,1193.0,Education
28.0,2,6,0,0,6.5,16.3,49.5,106.0,2.5,5171.0,7.4,0.9,802.0,Social Media
46.0,2,5,0,0,11.0,22.4,185.2,109.0,0.7,2647.0,6.3,0.4,928.0,Gaming
45.0,2,7,2,0,3.9,43.3,129.3,79.0,4.7,1485.0,2.7,0.1,1419.0,Gaming
41.0,1,2,4,0,6.5,36.3,213.1,160.0,3.0,6162.0,7.6,1.1,1264.0,Work
60.0,2,6,7,0,4.1,41.6,281.4,19.0,5.5,8097.0,1.9,1.9,488.0,Education
42.0,0,4,4,0,2.6,49.1,232.0,50.0,3.9,9695.0,2.4,0.3,1579.0,Gaming
30.0,2,9,9,1,3.3,31.8,277.1,103.0,3.2,9201.0,2.2,4.3,1199.0,Gaming
36.0,2,4,6,0,6.2,24.5,190.0,175.0,2.1,3986.0,2.3,2.0,1427.0,Work
